pseudogene_id	chrom	start	end	strand	parent_protein	frameshifts	insertions	deletions	stop_codons	exon_count	coverage	identity	evalue
PG331	CP002684.1	8201306	8201466	-	AED95084.1	1	1	0	0	1	0.17	0.71	1.7e-18
PG332	CP002684.1	8205141	8205244	+	AEE31879.1	1	1	0	0	1	0.16	0.94	8.2e-20
PG333	CP002684.1	8282898	8283239	-	AEC05595.1	0	0	9	1	1	0.10	0.42	3.9e-20
PG335	CP002684.1	8320234	8320296	-	AEC09004.1	0	0	0	0	1	0.95	0.95	3.4e-13
PG336	CP002684.1	8331470	8332130	+	AEE30389.1	0	0	11	2	3	0.37	0.91	2.6e-30
PG337	CP002684.1	8363878	8364111	+	AEE76839.1	0	0	7	0	1	0.21	0.44	4.1e-17
PG338	CP002684.1	8364756	8366380	-	AEE30410.1	1	6	0	0	5	0.98	0.69	1.4e-41
PG340	CP002684.1	8419348	8419764	+	AEE30801.1	1	3	0	1	2	0.43	0.68	4.7e-17
PG341	CP002684.1	8451363	8451446	-	AEE30464.1	0	0	0	0	1	0.23	0.79	3.2e-14
PG342	CP002684.1	8454812	8456518	+	ANM65971.1	0	22	9	1	1	0.72	0.24	8e-51
PG343	CP002684.1	8460192	8460902	-	AEE31318.1	0	5	12	0	1	0.36	0.26	2.2e-16
PG344	CP002684.1	8491150	8492721	+	ANM65689.1	0	1	1	1	1	0.98	0.52	3.6e-153
PG345	CP002684.1	8511592	8511813	-	AED96468.1	0	0	0	1	1	0.89	0.65	1.5e-31
PG346	CP002684.1	8515158	8515274	+	AEE30496.1	0	0	0	0	1	0.25	0.62	1.4e-13
PG347	CP002684.1	8576087	8576245	-	AEE30798.1	0	0	0	0	1	0.39	0.54	1.5e-16
PG349	CP002684.1	8621896	8622210	+	AEE35138.1	2	2	3	1	1	0.67	0.64	6.5e-26
PG350	CP002684.1	8643788	8644138	-	AEE76975.1	0	6	2	2	1	0.66	0.50	1.3e-23
PG351	CP002684.1	8644793	8646022	-	AEC06258.1	0	0	3	1	2	1.00	0.91	1.7e-97
PG352	CP002684.1	8650538	8650915	-	AEE30524.1	2	2	0	0	2	0.69	0.84	1e-30
PG353	CP002684.1	8729655	8730728	+	AEE31993.1	0	7	18	0	1	0.59	0.29	5.3e-26
PG354	CP002684.1	8730738	8730983	+	AEE84338.1	0	1	0	0	1	0.22	0.37	1.1e-19
PG355	CP002684.1	8731569	8733241	+	AEE85585.1	1	15	9	2	1	0.96	0.34	1.1e-49
PG356	CP002684.1	8737958	8740919	-	AEE28418.1	0	0	4	3	2	0.99	0.66	2.5e-57
PG357	CP002684.1	8756866	8756994	-	ANM61025.1	0	0	0	0	1	0.13	0.59	1.2e-10
PG358	CP002684.1	8757057	8757353	+	AEE86315.1	2	3	1	0	1	0.67	0.54	1.3e-27
PG359	CP002684.1	8766054	8767165	+	AED95495.1	1	7	11	1	1	0.90	0.57	1.5e-100
PG360	CP002684.1	8780434	8781545	+	AED95495.1	1	7	11	1	1	0.90	0.57	2.8e-102
PG361	CP002684.1	8781961	8783580	+	AEE30562.1	2	55	0	6	5	1.00	0.88	6.5e-51
PG362	CP002684.1	8789382	8789673	-	AEE30566.1	0	0	0	1	2	0.38	0.97	4.7e-32
PG363	CP002684.1	8790972	8791406	+	AEE31318.1	0	2	1	0	1	0.21	0.52	1.1e-38
PG364	CP002684.1	8791770	8791913	-	AEC06046.1	0	0	0	0	1	0.18	0.61	2.4e-15
PG365	CP002684.1	8793827	8794198	-	AEE31904.1	0	1	5	0	1	0.74	0.39	1e-25
PG366	CP002684.1	8795731	8797294	-	ANM65971.1	1	5	11	0	2	0.67	0.27	4.1e-29
PG367	CP002684.1	8798667	8798863	+	AEE30568.1	0	0	0	0	2	0.25	0.81	7.4e-12
PG368	CP002684.1	8801758	8801988	+	AEE84354.1	0	0	0	0	1	0.56	0.82	1.3e-29
PG369	CP002684.1	8802962	8804073	+	AED95495.1	1	7	11	1	1	0.90	0.57	1e-94
PG370	CP002684.1	8816136	8816366	+	AEE84354.1	0	0	0	0	1	0.56	0.82	7e-32
PG371	CP002684.1	8817334	8817672	+	AEC06168.1	0	0	5	0	1	0.77	0.34	3.7e-16
PG372	CP002684.1	8826289	8829166	-	AEE30566.1	0	0	0	1	4	1.00	0.90	4.2e-58
PG373	CP002684.1	8831718	8832829	+	AED95495.1	1	7	11	1	1	0.90	0.57	9.1e-103
PG375	CP002684.1	8927786	8929300	-	ANM65689.1	0	8	7	0	1	0.95	0.40	1.1e-97
PG376	CP002684.1	8929502	8929756	-	AEE84338.1	0	0	1	0	1	0.23	0.30	4.9e-15
PG377	CP002684.1	8929769	8931073	-	AEE31993.1	0	2	2	0	1	0.69	0.34	9.8e-65
PG378	CP002684.1	8931880	8932320	-	AEE77675.1	0	4	0	0	1	0.43	0.24	1.2e-13
PG379	CP002684.1	9001148	9001441	-	AEE83715.1	0	3	9	1	1	0.36	0.31	1e-08
PG380	CP002684.1	9005617	9005889	+	AEC06017.1	0	0	0	0	1	0.33	0.27	8.5e-13
PG381	CP002684.1	9006673	9008349	+	ANM60795.1	0	8	9	0	1	0.77	0.23	9.9e-50
PG382	CP002684.1	9010360	9014820	-	AED95269.1	0	25	3	0	2	0.97	0.28	3e-21
PG383	CP002684.1	9015107	9015172	-	AEC06191.2	0	0	0	0	1	0.27	0.87	1.1e-09
PG385	CP002684.1	9071995	9072120	-	ANM59443.1	0	0	0	0	1	0.68	0.77	1.8e-19
PG386	CP002684.1	9077635	9077772	-	AEE77509.1	0	0	1	0	1	0.19	0.73	2e-19
PG388	CP002684.1	9176295	9176339	+	AED96536.1	0	0	0	0	1	0.13	1.00	1.1e-10
PG390	CP002684.1	9291352	9291792	-	AEE30755.1	1	2	0	0	2	0.29	0.60	2.3e-17
PG391	CP002684.1	9292023	9292208	+	AEC06361.1	0	3	0	2	1	0.32	0.48	5.8e-14
PG392	CP002684.1	9295112	9305227	-	AEE82756.1	1	1	0	1	2	0.76	0.36	2.1e-15
PG393	CP002684.1	9311411	9311591	+	AEE82909.1	1	1	0	0	1	0.41	0.54	3.1e-15
PG394	CP002684.1	9323740	9324165	+	AEE34532.1	0	0	0	0	3	0.79	0.80	3e-19
PG395	CP002684.1	9335340	9335592	-	AEE29147.1	2	2	2	1	1	0.20	0.55	4.7e-22
PG396	CP002684.1	9353944	9354270	-	AED96030.1	0	0	1	0	1	0.34	0.36	1.1e-10
PG397	CP002684.1	9362507	9362681	+	AEE77800.1	1	1	4	0	1	0.41	0.62	1.9e-23
PG400	CP002684.1	9475013	9475120	+	AEE30498.1	0	0	0	0	1	0.15	0.76	1.4e-15
PG401	CP002684.1	9475533	9475997	+	AEC05702.1	0	0	74	1	1	0.89	0.37	3.5e-26
PG402	CP002684.1	9478975	9480492	+	ANM66829.1	0	2	8	0	1	0.49	0.39	2.2e-93
PG403	CP002684.1	9480903	9480956	+	AEE30797.1	0	0	0	0	1	0.10	0.79	2.8e-10
PG404	CP002684.1	9570969	9571987	-	AEE30849.1	1	17	3	0	1	0.90	0.79	3.6e-104
PG405	CP002684.1	9583139	9585913	+	ANM65688.1	3	7	5	2	2	0.54	0.45	4.9e-54
PG406	CP002684.1	9626344	9626406	-	AEE77953.1	0	0	0	1	1	0.28	0.77	2.6e-09
PG407	CP002684.1	9630044	9630702	+	AED92056.1	3	7	3	2	1	0.35	0.68	6.4e-66
PG408	CP002684.1	9676473	9676592	+	AEE82692.1	0	0	0	0	1	0.14	0.90	5.3e-23
PG409	CP002684.1	9677097	9677192	+	AEC06191.2	0	3	0	2	1	0.35	0.67	4.5e-09
PG410	CP002684.1	9677449	9681909	+	AED95269.1	0	28	6	0	2	0.97	0.28	2e-18
PG411	CP002684.1	9687745	9689285	-	ANM60795.1	1	11	11	1	1	0.71	0.24	3.5e-43
PG412	CP002684.1	9690204	9690476	-	AEC06017.1	0	0	0	0	1	0.33	0.27	4e-11
PG414	CP002684.1	9707293	9707631	-	AEE77003.1	0	0	0	2	1	0.33	0.42	6.1e-32
PG415	CP002684.1	9759212	9760159	+	AED93664.1	6	31	11	8	1	1.00	0.71	1.2e-62
PG416	CP002684.1	9768636	9768887	-	AEE75035.1	0	2	3	0	1	0.16	0.48	4.8e-18
PG418	CP002684.1	9794482	9794646	+	AED91871.1	0	0	3	0	1	0.15	0.64	2.8e-19
PG419	CP002684.1	9844565	9844978	-	AEC08875.1	0	2	49	0	1	0.25	0.45	4.4e-07
PG421	CP002684.1	9930123	9931545	+	ANM66829.1	0	0	8	4	2	0.46	0.37	2.2e-50
PG422	CP002684.1	10003120	10005683	+	AED92624.1	0	4	0	3	2	0.48	0.52	1.1e-38
PG423	CP002684.1	10007521	10007688	+	AEC07306.1	0	0	0	0	1	0.22	0.74	4.3e-27
PG424	CP002684.1	10008299	10008475	+	AEC05920.1	0	0	3	0	1	0.17	0.75	5.9e-21
PG426	CP002684.1	10023050	10023427	-	AEE30194.1	0	7	4	2	1	0.37	0.31	3.8e-15
PG427	CP002684.1	10049670	10057780	-	AEE30998.1	2	22	5	3	4	0.91	0.51	6.8e-29
PG428	CP002684.1	10091801	10092094	-	AEE31022.1	0	17	0	6	1	0.28	0.35	1.4e-09
PG429	CP002684.1	10119514	10119682	-	AEE31029.1	2	2	0	0	1	0.10	0.74	3.7e-19
PG430	CP002684.1	10144502	10144987	+	AEE30886.1	0	0	0	2	1	0.76	0.42	2.6e-39
PG431	CP002684.1	10155632	10155751	-	AEE77404.1	0	0	0	0	1	0.98	0.98	6.9e-13
PG432	CP002684.1	10160752	10160949	-	AEE32537.1	0	1	0	0	1	0.33	0.54	1.4e-18
PG435	CP002684.1	10201097	10201731	-	AEE27851.1	5	10	3	4	1	0.89	0.56	1.1e-47
PG436	CP002684.1	10276286	10276599	+	AEE31993.1	1	1	4	0	1	0.17	0.26	1.3e-11
PG437	CP002684.1	10276720	10276980	+	AEE84338.1	0	1	0	1	1	0.23	0.31	1.4e-18
PG438	CP002684.1	10315020	10315199	-	AEC05920.1	0	0	3	0	1	0.18	0.80	1e-24
PG439	CP002684.1	10315948	10317359	+	ANM66829.1	2	5	11	2	1	0.46	0.38	2e-57
PG440	CP002684.1	10322076	10322150	-	ANM60037.1	0	0	0	0	1	0.15	0.85	1.7e-12
PG441	CP002684.1	10342649	10342744	+	AEE31102.1	0	2	0	0	1	0.12	0.70	9.3e-13
PG442	CP002684.1	10349012	10349086	+	AEE31521.1	0	0	0	0	1	0.14	0.89	1.3e-17
PG443	CP002684.1	10357711	10358382	+	AEC05391.1	0	11	2	0	1	0.42	0.26	1e-17
PG444	CP002684.1	10359552	10360625	+	AEE31993.1	0	4	15	4	1	0.59	0.28	5.3e-23
PG445	CP002684.1	10360635	10360865	+	AEE84338.1	0	1	0	0	1	0.20	0.41	1.1e-19
PG446	CP002684.1	10361466	10363051	+	AEE85585.1	1	5	9	2	1	0.93	0.36	2.3e-93
PG448	CP002684.1	10389452	10393629	-	AEE31122.1	1	15	4	1	7	0.58	0.67	7.4e-37
PG449	CP002684.1	10421540	10421719	-	AED94885.1	0	0	0	2	1	0.23	0.70	3.2e-29
PG451	CP002684.1	10490581	10490778	+	AEC05920.1	0	0	0	1	1	0.18	0.75	5.4e-22
PG454	CP002684.1	10532036	10532302	+	AEE31993.1	0	0	0	0	1	0.14	0.42	5.2e-18
PG455	CP002684.1	10532312	10532566	+	AEE84338.1	0	1	0	1	1	0.22	0.41	2.8e-18
PG456	CP002684.1	10532777	10534320	+	ANM65689.1	0	5	10	0	2	0.96	0.27	1.6e-18
PG457	CP002684.1	10534357	10534836	+	AEC06270.1	0	0	0	1	1	0.94	0.45	4.7e-38
PG459	CP002684.1	10610760	10611311	+	AEE30081.1	0	0	12	0	1	0.83	0.29	5.3e-26
PG460	CP002684.1	10613235	10613873	+	ANM66829.1	0	0	0	0	1	0.20	0.43	1.5e-36
PG461	CP002684.1	10614265	10614867	-	AEE31617.1	2	8	5	3	1	0.95	0.44	4.2e-43
PG462	CP002684.1	10697173	10697820	+	AEE30081.1	0	4	8	1	1	0.93	0.30	6.5e-30
PG463	CP002684.1	10699585	10701249	+	ANM66829.1	0	7	0	1	1	0.53	0.56	1.7e-175
PG464	CP002684.1	10723583	10724821	+	ANM65689.1	0	1	1	0	1	0.78	0.54	7.7e-131
PG466	CP002684.1	10775742	10775861	+	AEE32946.1	2	2	1	0	1	0.21	0.81	5.5e-15
PG467	CP002684.1	10927269	10927517	+	AEE30196.1	2	8	1	0	1	0.24	0.55	6.6e-18
PG468	CP002684.1	10927538	10927665	+	BAA84440.1	1	1	0	0	1	0.24	0.86	7.2e-17
PG469	CP002684.1	10927930	10928031	+	BAA84439.1	0	0	0	0	1	0.34	0.86	1.3e-15
PG470	CP002684.1	10929770	10930453	-	ANM65471.1	0	6	13	0	1	0.65	0.34	4.7e-23
PG471	CP002684.1	10934244	10934615	+	AEE31272.1	0	0	19	1	1	0.36	0.47	1.6e-24
PG472	CP002684.1	10981460	10981646	-	AEE76409.1	1	3	0	2	1	0.11	0.64	4.8e-24
PG473	CP002684.1	11006958	11027002	-	AEE31312.1	4	41	56	8	8	0.99	0.58	1.3e-46
PG475	CP002684.1	11048697	11048804	+	AEE82692.1	0	0	0	1	1	0.13	0.65	2.1e-12
PG476	CP002684.1	11064592	11066169	-	ANM65689.1	0	3	1	0	1	0.98	0.51	5.2e-148
PG477	CP002684.1	11066635	11067138	-	AEE31993.1	0	2	3	0	1	0.27	0.30	8e-26
PG479	CP002684.1	11089503	11090271	+	AEE32216.1	0	0	12	0	2	0.83	0.43	6.8e-14
PG480	CP002684.1	11096111	11100818	-	AEE31016.1	0	9	7	1	2	0.83	0.37	1.5e-24
PG482	CP002684.1	11111645	11111965	+	ANM65688.1	0	0	0	1	1	0.22	0.30	5.9e-21
PG483	CP002684.1	11126680	11126928	-	AEE76251.1	0	5	8	1	1	0.11	0.51	2.4e-24
PG484	CP002684.1	11130661	11130965	+	AEE77728.1	1	1	0	0	1	0.15	0.34	3.8e-15
PG485	CP002684.1	11132218	11132337	-	ANM61984.1	0	0	0	0	1	0.13	0.63	8.1e-16
PG486	CP002684.1	11132446	11132611	-	AEE27468.1	1	1	0	0	1	0.17	0.54	4.7e-15
PG487	CP002684.1	11148539	11149927	-	ANM66829.1	0	0	6	0	1	0.45	0.40	2.1e-83
PG488	CP002684.1	11151713	11152474	-	AEE31669.1	0	19	4	0	1	0.78	0.25	1.2e-16
PG489	CP002684.1	11165714	11165855	-	AED95182.1	1	3	0	0	1	0.44	0.75	1.4e-20
PG491	CP002684.1	11171710	11171829	+	AEE78352.1	0	1	0	0	1	0.89	0.88	2.4e-17
PG492	CP002684.1	11172817	11173182	-	ANM59149.1	0	2	7	1	1	0.57	0.61	8e-40
PG493	CP002684.1	11180073	11180409	-	AED93585.1	1	1	0	0	1	0.38	0.57	3.5e-24
PG494	CP002684.1	11228988	11229835	+	AEE28466.1	1	22	1	7	2	0.96	0.76	2.6e-39
PG495	CP002684.1	11238223	11241499	-	AEE31350.1	0	0	0	0	2	0.86	0.68	8.8e-18
PG496	CP002684.1	11259563	11259748	-	ANM61984.1	2	7	2	0	1	0.19	0.69	3.6e-20
PG497	CP002684.1	11299890	11300064	-	AEE31368.1	0	0	0	0	2	0.11	0.83	2.5e-11
PG498	CP002684.1	11309739	11309952	-	ANM61418.1	0	0	0	0	2	0.88	0.94	2.9e-11
PG499	CP002684.1	11321778	11322345	-	AEE31380.1	4	4	13	2	2	0.28	0.73	3.9e-22
PG501	CP002684.1	11364462	11364653	+	AEC09128.1	0	2	0	2	1	0.10	0.61	3.4e-21
PG502	CP002684.1	11454168	11454940	-	AEE84354.1	2	5	0	1	2	0.93	0.65	2.4e-23
PG503	CP002684.1	11473125	11473406	+	ANM62260.1	0	1	0	1	1	0.23	0.32	9.9e-11
PG504	CP002684.1	11484564	11484911	-	AEE82937.1	0	2	4	0	1	0.66	0.32	2.5e-17
PG505	CP002684.1	11495607	11496041	+	AEE82937.1	0	0	1	0	1	0.82	0.43	1.2e-31
PG506	CP002684.1	11498602	11499567	-	AEE30953.1	0	0	0	2	2	0.89	0.56	2.8e-22
PG508	CP002684.1	11501683	11503076	-	AEE83356.1	1	20	8	2	2	0.76	0.42	1.6e-25
PG509	CP002684.1	11504077	11504672	+	ANM70864.1	1	23	0	0	1	0.99	0.47	4.7e-29
PG511	CP002684.1	11516375	11516623	-	AEE27914.1	0	3	0	2	1	0.18	0.52	1.1e-19
PG512	CP002684.1	11518153	11521412	-	AEE31969.1	0	0	0	4	2	0.85	0.52	1.1e-21
PG513	CP002684.1	11527743	11528147	+	AEE33371.1	0	3	11	0	1	0.88	0.49	3.2e-30
PG516	CP002684.1	11579343	11579477	+	ANM61244.1	0	0	0	1	1	0.25	0.76	6.1e-20
PG517	CP002684.1	11619206	11619465	+	AEE77389.1	1	2	3	4	1	0.18	0.36	4.2e-14
PG518	CP002684.1	11637181	11637405	+	AEC10234.1	0	0	2	0	1	0.18	0.54	5.7e-19
PG519	CP002684.1	11650250	11650581	+	AEE83011.1	2	3	24	0	1	0.61	0.54	0.001
PG520	CP002684.1	11662145	11662267	+	AED94464.1	0	0	0	0	1	0.14	0.74	1.1e-18
PG521	CP002684.1	11662570	11662872	+	AEC07317.1	0	0	77	0	1	0.96	0.38	9e-19
PG522	CP002684.1	11688162	11688757	+	ANM65688.1	1	1	8	0	1	0.43	0.38	3.1e-43
PG523	CP002684.1	11697990	11704897	-	AEE31486.1	0	0	0	0	2	0.32	0.84	8.1e-38
PG524	CP002684.1	11709012	11709280	+	AEE31484.1	1	5	13	5	1	0.13	0.47	1.5e-18
PG525	CP002684.1	11733127	11733351	+	AEE74775.1	0	0	0	0	1	0.15	0.83	3.5e-30
PG527	CP002684.1	11754970	11755077	-	AEE82692.1	0	0	0	1	1	0.13	0.68	4.8e-16
PG528	CP002684.1	11781816	11782081	-	ANM63827.1	1	8	2	0	1	0.33	0.59	3.3e-18
PG529	CP002684.1	11789810	11790949	+	AEE76450.1	0	0	11	0	2	0.88	0.30	6.4e-14
PG530	CP002684.1	11792105	11793631	+	ANM66829.1	0	1	16	0	1	0.50	0.37	2.4e-80
PG531	CP002684.1	11812812	11812962	-	AEE32514.1	1	1	0	0	1	0.55	0.57	8.2e-15
PG533	CP002684.1	11837910	11837948	+	AEE31520.1	0	0	0	0	1	0.10	0.93	3.7e-10
PG535	CP002684.1	11888536	11890341	+	ANM65971.1	1	14	14	2	2	0.73	0.32	9.9e-44
PG536	CP002684.1	11893978	11901165	-	AED95269.1	0	23	2	1	2	0.29	0.24	1.1e-11
PG537	CP002684.1	11915006	11916229	-	ANM65689.1	2	3	91	1	1	0.94	0.45	8.4e-41
PG538	CP002684.1	11916695	11917908	-	AEE31993.1	0	6	0	0	2	0.64	0.33	5.8e-24
PG539	CP002684.1	11918907	11919548	-	AEC05391.1	0	16	3	0	1	0.39	0.23	0.0052
PG540	CP002684.1	11930624	11930806	-	ANM61984.1	0	6	0	1	1	0.17	0.68	4.6e-23
PG542	CP002684.1	12018899	12019084	+	ANM60307.1	0	0	0	0	1	0.87	0.79	3.2e-12
PG543	CP002684.1	12024821	12025297	+	AEE80115.1	0	10	0	3	1	0.41	0.31	3.8e-15
PG544	CP002684.1	12033964	12034293	-	AEE31809.1	0	0	0	2	2	0.14	0.68	2.6e-14
PG545	CP002684.1	12035306	12035508	+	AEE31679.1	1	4	14	1	1	0.16	0.49	1.5e-12
PG546	CP002684.1	12036216	12036407	-	AEE77809.1	0	1	1	0	1	0.31	0.52	6.3e-14
PG547	CP002684.1	12041784	12044410	+	ANM65688.1	2	2	8	4	2	0.52	0.42	5.7e-62
PG548	CP002684.1	12139228	12139797	+	AED92192.1	1	1	1	1	2	0.99	0.96	3.8e-51
PG549	CP002684.1	12140176	12142760	-	ANM69021.1	0	0	0	0	2	1.00	0.99	3.9e-216
PG550	CP002684.1	12156466	12166638	-	ANM65688.1	0	2	1	2	2	0.36	0.54	3.6e-29
PG551	CP002684.1	12166699	12166829	+	AEE77876.1	1	2	0	0	1	0.30	0.64	3.3e-14
PG554	CP002684.1	12197728	12198321	-	AEE28200.1	1	1	0	1	2	0.49	0.84	1.4e-23
PG558	CP002684.1	12231684	12232420	+	AEE31515.1	3	9	14	3	2	0.58	0.56	4e-38
PG559	CP002684.1	12232942	12233097	-	AEE82830.1	0	0	0	0	1	0.13	0.70	7.7e-19
PG560	CP002684.1	12248585	12248723	-	AEC06460.1	1	1	1	1	1	0.20	0.73	1.3e-13
PG561	CP002684.1	12252522	12253726	+	AED92172.1	0	0	0	1	2	0.59	0.75	2.7e-12
PG562	CP002684.1	12253757	12253846	+	AEE83615.1	0	0	0	1	1	0.14	0.71	3.5e-12
PG563	CP002684.1	12255371	12255791	-	BAA84415.1	1	4	2	4	2	0.50	0.72	7.6e-23
PG564	CP002684.1	12263494	12263682	+	AED94005.1	0	1	1	1	1	0.30	0.45	1.4e-15
PG565	CP002684.1	12273486	12273776	-	AEE76453.1	0	0	1	0	1	0.24	0.29	1.1e-13
PG566	CP002684.1	12274506	12274646	-	AED95199.1	0	0	2	0	1	0.15	0.58	1.8e-15
PG568	CP002684.1	12275177	12276388	-	ANM66829.1	0	1	4	0	1	0.39	0.37	3.3e-63
PG569	CP002684.1	12282601	12282798	-	ANM63371.1	0	0	0	1	1	0.42	0.58	9.6e-25
PG570	CP002684.1	12285402	12285482	-	ANM62216.1	0	0	0	0	1	0.10	0.79	2.9e-12
PG571	CP002684.1	12291913	12292399	+	ANM69021.1	1	7	4	0	1	0.32	0.28	5.8e-13
PG572	CP002684.1	12292452	12292617	-	AEE31634.1	1	1	0	0	1	0.25	0.66	9.3e-17
PG573	CP002684.1	12293910	12294354	+	AEE77770.1	3	5	24	3	2	0.49	0.52	1.8e-12
PG575	CP002684.1	12363491	12363647	+	ANM61154.1	1	1	0	1	1	0.31	0.87	1.5e-32
PG576	CP002684.1	12373436	12374081	-	AEC08574.1	2	3	1	3	2	0.74	0.77	1.2e-14
PG577	CP002684.1	12376783	12377604	+	AEE77717.1	3	3	17	2	3	0.86	0.82	1.7e-10
PG578	CP002684.1	12379863	12379950	-	AEE31662.1	1	1	0	1	1	0.34	0.73	2.3e-09
PG579	CP002684.1	12384030	12385761	-	AEE31716.1	1	1	12	1	3	0.80	0.72	5e-13
PG580	CP002684.1	12386219	12387336	+	AEE31032.1	3	3	0	1	3	0.99	0.80	7.6e-31
PG582	CP002684.1	12401795	12402034	+	AEE82791.1	2	12	2	0	1	0.28	0.58	4.4e-21
PG583	CP002684.1	12405337	12405917	-	ANM70864.1	1	24	0	1	1	0.96	0.34	7.1e-15
PG584	CP002684.1	12405919	12406077	+	AEE31669.1	0	0	0	0	1	0.17	0.94	4.5e-32
PG585	CP002684.1	12407916	12415254	+	ANM66829.1	0	1	8	4	3	0.45	0.41	2.3e-98
PG586	CP002684.1	12415544	12416970	+	AEE35577.1	0	2	0	1	4	0.67	0.68	3.1e-21
PG587	CP002684.1	12454845	12455102	-	AEC08792.1	0	0	0	1	1	0.13	0.39	2.2e-15
PG588	CP002684.1	12467052	12475134	-	AEE30886.1	0	4	0	4	2	0.61	0.52	4.2e-22
PG589	CP002684.1	12483281	12483582	-	AED96030.1	1	1	1	0	1	0.32	0.30	2.7e-10
PG590	CP002684.1	12495735	12495948	-	AED93828.1	1	2	1	1	1	0.63	0.66	1.4e-23
PG591	CP002684.1	12512332	12512454	+	AEE31772.1	0	0	1	3	1	0.84	0.58	9.8e-14
PG592	CP002684.1	12528026	12529128	+	ANM66343.1	2	3	0	3	2	0.98	0.58	2.4e-76
PG594	CP002684.1	12555421	12555546	-	AEE31772.1	0	0	0	0	1	0.84	0.72	2.4e-18
PG595	CP002684.1	12566617	12567211	-	AEE82675.1	1	3	0	0	2	0.27	0.83	2.8e-37
PG596	CP002684.1	12569010	12569176	+	AED96981.1	1	1	0	1	1	0.27	0.86	1.1e-27
PG598	CP002684.1	12572713	12572796	+	ANM63965.1	0	0	0	0	1	0.38	0.83	6.1e-12
PG599	CP002684.1	12574073	12574204	-	AEE34103.1	0	0	3	0	1	0.12	0.58	1.6e-12
PG600	CP002684.1	12576859	12577005	-	AEE31772.1	0	0	0	1	1	0.98	0.80	9.7e-22
PG601	CP002684.1	12602916	12603464	-	AEE31033.1	0	0	0	0	2	0.39	0.88	2.1e-20
PG602	CP002684.1	12612948	12613151	+	ANM65688.1	0	0	0	0	1	0.14	0.43	4.1e-17
PG603	CP002684.1	12613434	12613938	-	AEE78828.1	1	4	4	6	1	0.49	0.39	9.6e-29
PG604	CP002684.1	12625238	12625351	+	ANM68039.1	0	0	0	0	1	0.15	0.72	8.4e-16
PG605	CP002684.1	12632565	12632645	-	AEE83671.1	0	0	0	0	1	0.15	0.79	4.7e-15
PG606	CP002684.1	12640318	12640425	+	AED96620.1	0	0	0	0	1	0.11	0.73	8.3e-15
PG607	CP002684.1	12641234	12642409	-	ANM66829.1	0	0	1	0	1	0.38	0.61	7.8e-109
PG608	CP002684.1	12643076	12643765	-	AEC07295.1	2	3	12	1	2	0.85	0.44	1.1e-23
PG609	CP002684.1	12645602	12645873	-	AED93835.1	1	1	1	0	1	0.27	0.44	4.8e-16
PG610	CP002684.1	12653164	12653277	+	AEE78150.1	0	0	0	1	1	0.19	0.69	4.5e-15
PG611	CP002684.1	12665599	12666117	+	AEC06399.1	0	2	2	0	1	0.18	0.29	2.2e-19
PG612	CP002684.1	12669693	12669932	-	AEE30476.1	0	0	0	0	1	0.23	0.33	2.4e-10
PG613	CP002684.1	12672086	12672508	-	ANM70864.1	0	22	0	0	1	0.67	0.32	1.3e-14
PG614	CP002684.1	12673168	12673289	+	AEE77818.1	1	1	0	1	1	0.27	0.74	1.9e-16
PG615	CP002684.1	12676064	12679122	+	AEC06043.1	1	4	16	1	2	0.97	0.38	3.5e-23
PG616	CP002684.1	12680070	12680185	-	AEE86021.1	1	2	0	2	1	0.25	0.82	5.8e-14
PG617	CP002684.1	12681148	12682962	-	ANM65971.1	0	9	3	0	2	0.69	0.29	3.3e-36
PG618	CP002684.1	12698882	12699311	-	AEC06375.1	3	8	9	0	1	0.77	0.35	3.4e-14
PG619	CP002684.1	12701365	12701937	+	AEE75566.1	0	10	0	0	2	0.41	0.52	3.9e-26
PG620	CP002684.1	12711184	12713471	+	BAA84366.1	3	3	11	5	2	0.35	0.71	4.5e-27
PG621	CP002684.1	12714269	12714541	+	AEC06017.1	0	0	0	0	1	0.33	0.27	2.6e-12
PG622	CP002684.1	12715337	12716872	+	AEE34219.1	0	9	18	0	1	0.72	0.25	2e-27
PG623	CP002684.1	12723297	12727783	-	AED95269.1	0	30	8	1	2	0.97	0.27	1.8e-18
PG624	CP002684.1	12728070	12728135	-	AEC06191.2	0	0	0	0	1	0.27	0.83	2.6e-09
PG627	CP002684.1	12732379	12732465	-	AEE84439.1	0	0	0	2	1	0.10	0.70	2.9e-13
PG628	CP002684.1	12733493	12734295	-	ANM63061.1	0	7	0	2	4	0.99	0.76	6e-26
PG630	CP002684.1	12742919	12742996	-	AEC10486.2	0	1	0	0	1	0.21	0.89	8.8e-15
PG631	CP002684.1	12751229	12752445	-	AEE85585.1	1	7	21	1	1	0.73	0.27	3.2e-39
PG632	CP002684.1	12753493	12759741	+	ANM66829.1	1	8	10	0	2	0.48	0.46	4.3e-121
PG633	CP002684.1	12767466	12812913	+	AEE31755.1	4	5	12	20	35	1.00	0.80	8e-41
PG634	CP002684.1	12814618	12815690	+	ANM66829.1	0	12	3	1	2	0.33	0.33	8.4e-17
PG635	CP002684.1	12818594	12818659	-	AEE36373.1	0	0	0	0	1	0.13	1.00	1.4e-14
PG637	CP002684.1	12821102	12822718	+	AEE34219.1	2	19	23	4	1	0.76	0.26	1.8e-26
