#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
CP002685.1	10241506	10241664	-	AT3G43950.1	0.28	2	10	0	1	9e-07	0.508	0	FRAG
CP002685.1	10248024	10248655	-	AT3G48930.1	0.91	12	1	3	2	1e-28	0.72	0	DUP
CP002685.1	10268182	10270634	-	AT3G05370.1	1.00	16	56	1	1	0.0	0.561	0	PSSD
CP002685.1	10272691	10273598	-	AT3G05370.1	0.34	15	6	1	2	7e-59	0.494	0	FRAG
CP002685.1	10395581	10396403	-	AT1G19835.1	0.29	16	24	3	5	9e-34	0.416	0	FRAG
CP002685.1	10408517	10409073	-	AT2G24340.1	0.56	11	3	3	3	7e-12	0.471	0	FRAG
CP002685.1	10462901	10463895	-	AT1G65790.1	0.39	10	6	3	1	1e-69	0.456	0	FRAG
CP002685.1	10488048	10494947	-	AT2G24650.1	0.29	32	18	1	0	2e-16	0.49	0	DUP
CP002685.1	10495014	10495699	-	AT4G31630.1	0.39	33	3	1	4	1e-22	0.336	0	FRAG
CP002685.1	10498984	10499179	-	AT2G23510.1	0.14	4	0	2	0	2e-10	0.727	0	FRAG
CP002685.1	10526789	10527025	-	AT3G09630.1	0.19	0	0	0	0	3e-21	0.823	3	FRAG
CP002685.1	10566024	10566194	-	AT1G32225.1	1.00	0	0	0	0	2e-14	0.930	0	PSSD
CP002685.1	10568247	10568579	-	AT5G18880.1	0.38	0	0	0	4	4e-24	0.523	0	FRAG
CP002685.1	10589548	10589754	-	AT2G24860.1	0.48	0	0	0	0	2e-23	0.797	1	FRAG
CP002685.1	10624507	10624773	-	AT5G06620.1	0.19	0	0	0	0	6e-22	0.90	3	DUP
CP002685.1	10633769	10634463	-	AT1G50790.1	0.29	10	5	9	2	1e-20	0.582	0	FRAG
CP002685.1	10643805	10644109	-	AT1G01530.1	0.43	1	3	1	5	3e-17	0.648	0	FRAG
CP002685.1	10812651	10813238	-	AT3G23960.1	0.48	7	4	0	2	7e-34	0.430	1	FRAG
CP002685.1	11047401	11047734	-	AT5G18460.1	0.27	3	3	2	2	2e-08	0.452	0	FRAG
CP002685.1	11086342	11086708	-	AT2G30380.1	0.24	5	3	4	0	5e-22	0.675	2	FRAG
CP002685.1	11160099	11160713	-	AT2G04420.1	0.96	0	7	0	0	4e-41	0.401	2	PSSD
CP002685.1	11253784	11254758	-	AT3G53690.1	1.00	6	21	1	1	6e-102	0.72	0	DUP
CP002685.1	11428049	11428681	-	AT3G25270.1	0.65	8	15	5	8	9e-21	0.372	0	FRAG
CP002685.1	11442615	11442888	-	AT2G26810.3	0.26	0	0	0	0	3e-14	0.91	0	DUP
CP002685.1	11544834	11545031	-	AT2G19960.1	0.38	0	0	0	1	3e-18	0.788	0	FRAG
CP002685.1	11691517	11691621	-	AT2G38310.1	0.17	0	0	0	0	8e-07	0.771	0	FRAG
CP002685.1	11721066	11721324	-	AT2G27420.1	0.26	1	4	1	0	9e-34	0.867	3	FRAG
CP002685.1	11722575	11722850	-	AT2G32640.2	0.22	11	3	2	4	7e-12	0.685	0	FRAG
CP002685.1	11725027	11725652	-	AT2G32905.1	0.99	10	2	1	0	2e-35	0.521	0	PSSD
CP002685.1	11768071	11768392	-	AT3G25720.1	0.38	1	0	1	0	1e-09	0.935	0	FRAG
CP002685.1	11843873	11844072	-	AT2G13623.1	0.85	3	1	3	0	2e-11	0.838	0	PSSD
CP002685.1	11896927	11897618	-	AT5G52620.1	0.61	11	6	2	0	2e-43	0.551	3	FRAG
CP002685.1	11929504	11929895	-	AT4G22280.1	0.28	14	0	1	3	2e-22	0.554	0	FRAG
CP002685.1	12054889	12055991	-	AT2G17830.1	0.98	18	36	2	0	9e-76	0.479	1	PSSD
CP002685.1	12334080	12334459	-	AT2G28760.1	0.27	2	7	2	0	6e-19	0.80	3	DUP
CP002685.1	12517194	12517675	-	AT2G29110.1	0.17	2	2	2	2	3e-34	0.617	0	FRAG
CP002685.1	12537873	12538209	-	AT2G29350.2	0.37	1	0	1	1	2e-26	0.83	0	DUP
CP002685.1	12538702	12539415	-	AT2G29350.3	0.74	0	0	0	1	3e-66	0.82	0	DUP
CP002685.1	12600377	12600538	-	AT1G60720.1	0.19	0	0	0	1	2e-12	0.630	0	FRAG
CP002685.1	12705352	12705669	-	AT4G09464.1	0.90	2	0	0	0	3e-29	0.538	3	PSSD
CP002685.1	12737311	12738388	-	AT2G29820.1	0.99	7	31	2	0	2e-102	0.634	3	PSSD
CP002685.1	12929896	12930132	-	AT2G13980.1	0.46	0	0	0	0	2e-21	0.620	0	FRAG
CP002685.1	13049710	13051035	-	AT1G64260.1	0.62	14	20	0	0	1e-40	0.279	0	FRAG
CP002685.1	13406015	13406729	-	AT2G31340.1	0.69	8	148	5	8	2e-07	0.332	0	FRAG
CP002685.1	13453334	13454991	-	AT5G22110.1	0.61	27	3	4	3	2e-43	0.73	0	DUP
CP002685.1	13543079	13545266	-	AT2G31870.1	0.98	40	33	4	2	4e-69	0.53	0	DUP
CP002685.1	13717180	13717673	-	AT2G31470.1	0.48	5	19	4	3	4e-22	0.497	3	FRAG
CP002685.1	13949618	13950656	-	AT2G32870.1	0.63	34	6	3	4	6e-74	0.64	1	DUP
CP002685.1	14017693	14018509	-	AT2G32680.1	0.31	1	7	1	0	2e-98	0.720	3	FRAG
CP002685.1	14034630	14034787	-	AT2G35390.1	0.16	1	3	1	0	3e-08	0.679	0	FRAG
CP002685.1	14292661	14293012	-	AT4G38940.1	0.31	6	1	1	0	2e-28	0.636	0	FRAG
CP002685.1	14371295	14372474	-	AT2G34020.1	0.54	1	0	0	1	8e-23	0.99	0	DUP
CP002685.1	14404964	14405332	-	AT1G17630.1	0.15	16	1	0	1	4e-30	0.605	0	FRAG
CP002685.1	14633671	14634116	-	AT4G14590.1	0.42	8	71	5	0	4e-22	0.523	2	FRAG
CP002685.1	14664701	14664859	-	AT2G29550.1	0.12	0	1	0	1	3e-14	0.815	2	FRAG
CP002685.1	14705342	14706602	-	AT1G30620.1	0.64	1	0	1	0	2e-93	0.91	0	DUP
CP002685.1	14790848	14791340	-	AT3G29750.1	0.41	1	9	1	0	7e-41	0.549	0	FRAG
CP002685.1	14829868	14830101	-	AT3G10950.1	0.85	0	0	0	1	4e-37	0.949	0	PSSD
CP002685.1	14931142	14933025	-	AT2G35580.1	1.00	2	6	0	1	3e-85	0.73	0	DUP
CP002685.1	14938537	14939888	-	AT2G35580.1	0.97	1	22	1	0	3e-101	0.75	0	DUP
CP002685.1	15027810	15027989	-	AT2G35750.1	0.89	9	1	2	0	9e-08	0.721	0	FRAG
CP002685.1	15140412	15140583	-	AT2G13430.1	0.33	1	3	1	0	2e-09	0.617	0	FRAG
CP002685.1	15387446	15387712	-	AT2G36720.1	0.08	5	0	0	0	2e-33	0.809	1	FRAG
CP002685.1	15388158	15388392	-	AT2G36720.1	0.08	1	5	1	0	1e-20	0.747	0	FRAG
CP002685.1	15478672	15478895	-	AT2G02520.1	0.51	1	32	1	0	2e-09	0.458	0	FRAG
CP002685.1	15821437	15821541	-	AT1G01073.1	0.97	0	0	0	0	1e-09	0.971	0	FRAG
CP002685.1	16025651	16027094	-	AT2G38040.1	0.37	2	1	1	3	1e-99	0.88	2	DUP
CP002685.1	16029692	16029948	-	AT2G40700.1	0.15	3	7	1	0	4e-13	0.742	0	FRAG
CP002685.1	16090757	16090884	-	AT5G41510.1	0.11	1	0	1	0	3e-07	0.791	3	FRAG
CP002685.1	16272842	16273183	-	AT2G19610.1	0.32	3	13	2	2	1e-13	0.425	0	FRAG
CP002685.1	16277204	16277564	-	AT3G03720.1	0.11	4	0	1	2	2e-23	0.73	0	DUP
CP002685.1	16279121	16279273	-	AT2G43930.1	0.25	1	2	0	0	8e-15	0.849	0	FRAG
CP002685.1	17107944	17108156	-	AT2G13980.1	0.42	0	0	0	2	2e-20	0.648	3	FRAG
CP002685.1	17208648	17209390	-	AT2G41290.1	0.63	40	25	5	8	2e-22	0.483	1	FRAG
CP002685.1	17289123	17289273	-	AT2G41750.1	0.20	1	0	1	0	1e-14	0.780	0	FRAG
CP002685.1	17294194	17294397	-	AT2G41440.2	0.40	0	0	0	0	2e-28	0.912	0	FRAG
CP002685.1	17530184	17530506	-	AT4G11750.1	0.27	6	0	1	3	2e-16	0.537	0	FRAG
CP002685.1	17642621	17642961	-	AT3G58100.1	0.66	2	5	2	2	1e-30	0.636	3	FRAG
CP002685.1	17835328	17835679	-	AT1G06530.1	0.37	1	4	1	1	1e-10	0.388	0	FRAG
CP002685.1	17982947	17983271	-	AT2G41500.1	0.20	2	4	2	1	1e-25	0.673	0	FRAG
CP002685.1	18154631	18155183	-	AT3G06030.1	0.18	10	4	2	2	3e-19	0.67	0	DUP
CP002685.1	18194950	18195425	-	AT2G43940.1	0.48	0	0	0	1	3e-30	0.78	0	DUP
CP002685.1	18265568	18266787	-	AT5G57020.1	0.94	1	3	1	0	2e-163	0.741	3	PSSD
CP002685.1	18460629	18461093	-	AT2G44790.1	0.81	21	26	4	0	8e-10	0.431	0	FRAG
CP002685.1	18510703	18511236	-	AT2G45510.1	0.35	15	14	2	6	8e-29	0.521	3	FRAG
CP002685.1	18529703	18530280	-	AT2G44930.1	0.30	1	0	1	0	6e-07	1.00	0	FRAG
CP002685.1	18594149	18594813	-	AT1G61400.1	0.22	21	2	2	4	2e-27	0.50	2	DUP
CP002685.1	18651347	18653053	-	AT4G29090.1	0.99	3	5	0	0	4e-119	0.578	1	PSSD
CP002685.1	18653894	18655057	-	AT1G43760.1	0.64	2	16	0	0	2e-12	0.257	0	FRAG
CP002685.1	18659370	18659606	-	AT2G45260.1	0.19	0	0	0	0	2e-34	1.000	3	FRAG
CP002685.1	18708615	18709063	-	AT2G44030.1	0.41	7	10	1	1	9e-43	0.675	0	FRAG
CP002685.1	19203141	19203260	-	AT1G02490.1	1.00	2	0	0	0	9e-08	0.750	0	FRAG
CP002685.1	19352345	19353117	-	AT1G52340.1	0.91	13	8	4	2	2e-26	0.442	0	PSSD
CP002685.1	19516368	19516925	-	AT5G27850.1	0.72	19	0	2	2	4e-41	0.75	0	DUP
CP002685.1	19559627	19559829	-	AT1G45191.2	0.14	1	2	1	2	5e-18	0.743	3	FRAG
CP002685.1	19682676	19683194	-	AT4G37500.1	0.99	1	3	1	3	3e-20	0.92	3	DUP
CP002687.1	1234	1763	-	AT5G01640.1	0.79	2	0	2	0	3e-51	0.875	0	PSSD
CP002687.1	29369	29623	-	AT5G23480.1	0.15	3	3	0	0	3e-14	0.557	0	FRAG
CP002687.1	40895	41359	-	AT2G45290.1	0.21	2	0	2	1	3e-20	0.735	2	FRAG
CP002687.1	121612	121905	-	AT5G48710.1	0.61	0	3	0	3	3e-16	0.76	2	DUP
CP002687.1	141937	142611	-	AT5G41820.1	0.49	5	133	4	2	5e-13	0.46	2	DUP
CP002687.1	178036	178155	-	AT4G00430.2	0.17	4	1	0	0	4e-09	0.805	0	FRAG
CP002687.1	272877	273176	-	AT1G11590.1	0.19	2	0	0	2	3e-19	0.480	0	FRAG
CP002687.1	313258	313386	-	AT1G52950.1	0.08	0	0	0	1	1e-08	0.698	0	FRAG
CP002687.1	378204	378637	-	AT3G54030.1	0.33	9	21	5	4	7e-11	0.560	0	FRAG
CP002687.1	401467	401862	-	AT5G37180.1	0.12	2	1	2	1	2e-09	0.85	0	FRAG
CP002687.1	422053	422196	-	AT5G53740.1	0.17	0	0	0	0	8e-16	0.854	0	FRAG
CP002687.1	489524	489868	-	AT5G47150.1	0.38	6	14	2	2	9e-23	0.589	1	FRAG
CP002687.1	529834	531949	-	AT1G55740.1	0.72	93	42	6	15	2e-135	0.65	0	DUP
CP002687.1	537515	537667	-	AT5G51250.1	0.14	0	0	0	1	4e-10	0.647	0	FRAG
CP002687.1	592061	592243	-	AT1G74310.1	0.07	0	0	0	0	9e-23	0.918	2	FRAG
CP002687.1	667647	667943	-	AT3G43870.1	0.52	4	1	2	1	3e-31	0.870	0	FRAG
CP002687.1	686785	687158	-	AT3G18970.1	0.28	2	10	2	1	4e-42	0.836	0	FRAG
CP002687.1	815269	815349	-	AT1G16820.1	0.29	0	0	0	0	8e-07	1.000	0	FRAG
CP002687.1	833194	834634	-	AT4G01920.1	0.99	3	171	2	0	2e-171	0.537	0	PSSD
CP002687.1	836511	836784	-	AT2G33175.1	0.50	12	4	2	1	9e-07	0.646	0	FRAG
CP002687.1	863354	864247	-	AT3G47680.1	0.99	17	18	0	0	7e-54	0.453	0	PSSD
CP002687.1	982507	982692	-	AT1G02730.1	0.06	3	15	3	0	1e-11	0.684	1	FRAG
CP002687.1	1097687	1098559	-	AT4G04650.1	0.88	0	0	0	1	1e-103	0.608	3	PSSD
CP002687.1	1216611	1217509	-	AT4G02760.1	0.46	1	10	1	3	1e-19	0.51	0	DUP
CP002687.1	1272962	1273366	-	AT2G46460.1	0.84	0	0	0	0	8e-46	0.585	3	PSSD
CP002687.1	1340384	1340692	-	AT4G03050.1	0.28	4	0	2	0	9e-10	0.65	3	FRAG
CP002687.1	1352004	1353848	-	AT4G03070.1	0.96	4	2	1	1	7e-36	0.60	0	DUP
CP002687.1	1482992	1483178	-	AT2G15530.4	0.08	3	2	2	2	2e-07	0.662	0	FRAG
CP002687.1	1522577	1523303	-	AT4G05040.1	0.41	27	18	3	6	8e-27	0.535	0	FRAG
CP002687.1	1533308	1534374	-	AT4G03470.1	0.59	17	95	12	2	3e-11	0.43	1	DUP
CP002687.1	1535204	1535317	-	AT4G03460.1	0.06	0	0	0	0	3e-10	0.842	0	FRAG
CP002687.1	1586041	1586453	-	ATCG00860.1	0.08	4	35	4	3	3e-31	0.644	0	FRAG
CP002687.1	1588375	1588769	-	AT5G19270.1	0.37	1	2	1	1	6e-26	0.493	3	FRAG
CP002687.1	1650717	1651756	-	AT3G25720.1	0.94	2	14	2	2	9e-26	0.84	0	DUP
CP002687.1	1655928	1656623	-	AT3G30520.1	0.52	0	2	0	4	3e-33	0.63	0	DUP
CP002687.1	1660834	1759277	-	AT1G43722.1	1.00	12	18	7	10	4e-68	0.69	3	DUP
CP002687.1	1760021	1760158	-	AT5G36080.1	0.30	0	0	0	1	3e-09	0.674	0	FRAG
CP002687.1	1770424	1771229	-	AT2G22340.1	0.97	5	81	3	1	2e-11	0.331	0	FRAG
CP002687.1	1774623	1775234	-	AT2G22340.1	0.79	4	80	2	0	1e-07	0.342	1	FRAG
CP002687.1	1820977	1821327	-	AT5G30520.1	0.73	1	0	0	1	7e-08	0.45	0	FRAG
CP002687.1	1851342	1852127	-	AT5G45570.1	0.26	4	2	1	1	6e-23	0.39	0	FRAG
CP002687.1	1934121	1934264	-	AT4G18830.1	0.13	3	0	0	0	4e-09	0.542	0	FRAG
CP002687.1	1937384	1937843	-	AT2G19850.2	1.00	1	0	1	0	1e-40	0.993	3	PSSD
CP002687.1	2059668	2060056	-	AT5G34581.1	0.80	2	0	1	0	1e-30	0.792	0	PSSD
CP002687.1	2079331	2080744	-	AT4G29200.1	0.91	8	5	3	1	1e-43	0.46	3	DUP
CP002687.1	2106584	2106987	-	AT4G03566.1	0.89	2	0	1	1	4e-22	0.467	3	PSSD
CP002687.1	2180579	2181390	-	AT4G13572.1	0.83	9	12	1	2	2e-13	0.65	0	DUP
CP002687.1	2184077	2184340	-	AT4G13570.1	0.75	0	0	0	0	2e-37	0.886	0	PSSD
CP002687.1	2265772	2266044	-	AT4G04580.1	0.35	3	0	0	0	3e-08	0.77	0	FRAG
CP002687.1	2297083	2297591	-	AT1G06220.1	0.17	17	14	3	1	2e-16	0.541	0	FRAG
CP002687.1	2339199	2339387	-	AT1G14800.1	0.16	0	0	0	0	1e-07	0.492	0	FRAG
CP002687.1	2356733	2356889	-	AT1G35516.1	0.78	1	1	1	0	2e-08	0.755	0	FRAG
CP002687.1	2374002	2374622	-	AT4G04690.1	0.55	0	0	0	0	1e-19	1.000	0	FRAG
CP002687.1	2380868	2380987	-	AT4G04710.1	0.07	0	0	0	1	7e-10	0.850	0	FRAG
CP002687.1	2435010	2436702	-	AT4G04790.1	0.36	2	0	2	0	9e-14	0.99	1	DUP
CP002687.1	2602345	2602550	-	AT3G24255.1	0.09	4	0	1	2	2e-09	0.507	0	FRAG
CP002687.1	2613852	2614668	-	AT4G04650.1	0.84	1	8	1	2	1e-77	0.518	3	PSSD
CP002687.1	2657527	2658232	-	AT4G05120.1	0.85	4	148	4	1	1e-39	0.43	2	DUP
CP002687.1	2714271	2714419	-	AT1G11260.1	0.10	1	0	1	1	2e-12	0.960	3	FRAG
CP002687.1	2716586	2717243	-	AT2G34320.1	0.75	2	0	1	1	2e-61	0.521	0	PSSD
CP002687.1	2776691	2777292	-	AT4G05440.1	0.59	7	0	3	3	1e-75	0.781	1	FRAG
CP002687.1	2780248	2780718	-	AT4G03630.1	0.71	1	0	0	0	2e-43	0.605	0	PSSD
CP002687.1	2782298	2782942	-	AT4G05460.1	0.65	22	3	0	2	9e-24	0.376	0	FRAG
CP002687.1	2818612	2820906	-	AT5G37160.1	0.79	68	34	3	1	0.0	0.60	3	DUP
CP002687.1	2844609	2845016	-	AT5G30520.1	0.90	0	0	0	0	5e-38	0.82	0	DUP
CP002687.1	2846866	2848155	-	AT1G36970.1	0.70	2	8	1	2	8e-37	0.68	3	DUP
CP002687.1	2994392	2994574	-	AT4G05631.1	0.21	0	0	0	0	2e-23	1.000	0	FRAG
CP002687.1	3065357	3065508	-	AT2G06908.1	0.37	1	0	1	1	5e-08	0.765	0	FRAG
CP002687.1	3100516	3100807	-	AT3G43870.1	0.52	2	0	2	1	7e-31	0.837	0	FRAG
CP002687.1	3322473	3322811	-	AT5G34870.1	0.17	2	0	2	0	4e-11	0.69	0	DUP
CP002687.1	3325724	3325861	-	AT1G41820.1	0.11	2	0	0	0	2e-08	0.717	0	FRAG
CP002687.1	3341689	3342123	-	AT4G06490.1	1.00	0	1	0	0	1e-49	0.685	0	PSSD
CP002687.1	3342418	3342591	-	AT3G43150.1	0.30	0	0	0	0	2e-14	0.931	0	FRAG
CP002687.1	3503302	3504373	-	AT3G31950.1	0.56	21	3	6	4	7e-16	0.46	0	DUP
CP002687.1	3573787	3574320	-	AT3G33494.1	0.88	11	2	5	5	2e-08	0.392	0	FRAG
CP002687.1	3652218	3652485	-	AT3G33494.1	0.46	1	2	1	0	1e-11	0.604	0	FRAG
CP002687.1	3656284	3656421	-	AT1G41820.1	0.11	2	0	0	0	1e-08	0.739	0	FRAG
CP002687.1	3667873	3668724	-	AT5G36228.1	0.78	15	6	5	3	8e-53	0.639	0	PSSD
CP002687.1	3673190	3675759	-	AT3G30820.1	1.00	7	21	3	2	4e-41	0.46	3	DUP
CP002687.1	3705873	3706121	-	AT3G30820.1	0.23	1	11	0	0	3e-11	0.500	0	FRAG
CP002687.1	3707641	3707814	-	AT3G33494.1	0.28	3	0	0	0	9e-11	0.707	0	FRAG
CP002687.1	3714484	3714641	-	AT2G09388.1	0.35	1	0	1	0	9e-08	0.547	0	FRAG
CP002687.1	3723023	3723514	-	AT5G41660.1	0.43	1	13	0	3	2e-19	0.418	1	FRAG
CP002687.1	3802898	3803554	-	AT5G28780.1	0.65	5	0	3	1	6e-09	0.486	3	FRAG
CP002687.1	3861778	3861926	-	AT2G09838.1	0.79	2	0	1	0	3e-07	0.700	0	FRAG
CP002687.1	3863092	3864047	-	AT2G09840.1	1.00	1	5	1	0	2e-76	0.79	0	DUP
CP002687.1	3864626	3864777	-	AT2G09838.1	0.81	2	0	1	1	6e-07	0.667	0	FRAG
CP002687.1	3878046	3878467	-	AT4G06490.1	1.00	1	5	1	2	8e-45	0.740	0	PSSD
CP002687.1	3878536	3878601	-	AT5G33898.1	0.09	0	0	0	0	1e-24	0.591	0	FRAG
CP002687.1	3878856	3879148	-	AT3G32160.1	0.67	1	1	1	1	3e-28	0.788	0	FRAG
CP002687.1	4115692	4116106	-	AT4G06490.1	1.00	1	8	1	1	6e-43	0.664	0	PSSD
CP002687.1	4116362	4117007	-	AT3G43150.1	1.00	0	0	0	1	3e-68	0.86	0	DUP
CP002687.1	4117578	4119597	-	AT5G32590.1	0.73	23	3	4	2	0.0	0.85	0	DUP
CP002687.1	4250263	4250697	-	AT1G47350.1	0.28	3	5	0	1	2e-15	0.393	0	FRAG
CP002687.1	4317464	4318172	-	AT5G42905.1	0.95	3	10	3	0	6e-30	0.565	0	PSSD
CP002687.1	4345874	4346126	-	AT1G01200.1	0.36	3	1	2	0	9e-25	0.849	0	FRAG
CP002687.1	4444563	4445506	-	AT3G43870.1	1.00	1	0	0	3	2e-41	0.78	0	DUP
CP002687.1	4463510	4463656	-	AT4G05360.1	0.07	0	0	0	0	5e-17	0.918	0	FRAG
CP002687.1	4504292	4504547	-	AT3G33494.1	0.43	1	1	1	1	1e-08	0.640	0	FRAG
CP002687.1	4634579	4635129	-	AT3G01345.1	0.38	11	1	1	0	2e-40	0.654	1	FRAG
CP002687.1	4668553	4715023	-	AT5G46620.1	0.39	0	0	0	1	2e-08	0.87	0	FRAG
CP002687.1	4907373	4907627	-	AT3G32050.1	0.49	0	0	0	0	5e-34	0.906	0	FRAG
CP002687.1	4907892	4908058	-	AT5G49680.2	0.02	1	2	1	1	4e-07	0.603	0	FRAG
CP002687.1	4910368	4910606	-	AT3G32050.1	0.49	1	5	1	0	2e-26	0.847	0	FRAG
CP002687.1	4969616	4970146	-	AT2G15025.1	0.94	3	0	0	0	1e-19	0.441	3	PSSD
CP002687.1	5146609	5146928	-	AT3G43480.1	0.68	1	2	1	1	1e-10	0.394	0	FRAG
CP002687.1	5146956	5147388	-	AT4G07666.1	0.42	1	0	1	0	9e-34	0.847	0	FRAG
CP002687.1	5214333	5215855	-	AT4G09660.1	0.91	23	117	6	12	5e-09	0.584	3	FRAG
CP002687.1	5267858	5268016	-	ATCG01040.1	0.16	0	0	0	1	8e-08	0.962	0	FRAG
CP002687.1	5416637	5416952	-	AT5G35810.1	0.32	3	6	2	1	3e-09	0.482	0	FRAG
CP002687.1	5436756	5436860	-	ATCG00500.1	0.07	1	0	0	1	3e-07	0.800	0	FRAG
CP002687.1	5476084	5477744	-	AT4G38180.1	0.71	8	9	6	1	7e-17	0.381	3	FRAG
CP002687.1	5483050	5483205	-	AT5G28720.1	0.45	2	1	0	2	1e-07	0.509	0	FRAG
CP002687.1	5514499	5515350	-	AT4G08630.1	0.15	0	0	0	2	4e-16	0.85	3	DUP
CP002687.1	5565652	5565804	-	AT3G62090.1	0.15	0	1	0	0	1e-09	0.692	0	FRAG
CP002687.1	5580338	5580710	-	AT3G18610.1	0.14	5	2	1	0	6e-07	0.52	0	FRAG
CP002687.1	5650775	5651116	-	AT4G08870.2	0.31	32	0	0	2	2e-24	0.607	3	FRAG
CP002687.1	5754605	5755411	-	AT2G06570.1	0.83	40	0	0	1	7e-17	0.309	0	FRAG
CP002687.1	5770773	5771335	-	AT4G14145.1	0.94	2	2	2	1	6e-32	0.93	0	DUP
CP002687.1	5798021	5798603	-	AT4G09060.2	0.42	19	0	1	1	1e-72	0.85	0	DUP
CP002687.1	5858258	5858477	-	AT2G22940.1	0.72	1	0	1	0	5e-26	0.918	0	PSSD
CP002687.1	5875555	5875774	-	AT2G22940.1	0.72	1	0	1	0	5e-26	0.918	0	PSSD
CP002687.1	5892858	5893077	-	AT2G22940.1	0.72	1	0	1	1	2e-25	0.918	0	PSSD
CP002687.1	5901827	5902046	-	AT2G22940.1	0.72	1	0	1	0	7e-26	0.918	0	PSSD
CP002687.1	5913739	5913921	-	AT1G33860.2	0.27	1	0	0	1	3e-19	0.787	0	FRAG
CP002687.1	5917479	5917749	-	AT3G43870.1	0.49	2	3	1	2	2e-25	0.731	3	FRAG
CP002687.1	5982024	5983009	-	AT5G37470.1	0.53	5	8	1	2	4e-156	0.875	0	FRAG
CP002687.1	5985519	5985801	-	AT2G38420.1	0.25	1	21	1	1	5e-25	0.678	0	FRAG
CP002687.1	6011000	6011446	-	AT4G13263.1	1.00	0	0	0	1	5e-76	0.980	0	PSSD
CP002687.1	6040242	6041064	-	AT5G03000.1	0.84	12	27	6	6	7e-21	0.414	0	PSSD
CP002687.1	6047136	6047282	-	AT4G10890.1	0.09	1	0	0	1	6e-07	0.673	0	FRAG
CP002687.1	6058037	6059196	-	AT2G41590.1	1.00	37	11	4	4	1e-67	0.486	3	PSSD
CP002687.1	6146053	6146477	-	AT3G24255.1	0.15	1	0	1	1	7e-10	0.47	2	FRAG
CP002687.1	6163456	6164655	-	AT3G16740.1	1.00	30	19	2	1	5e-92	0.533	2	PSSD
CP002687.1	6171242	6171543	-	AT5G42800.1	0.28	1	5	1	3	5e-34	0.802	2	FRAG
CP002687.1	6211617	6211898	-	AT1G43760.1	0.13	12	0	2	0	1e-07	0.436	0	FRAG
CP002687.1	6257234	6257453	-	AT4G09984.1	0.84	5	2	1	1	9e-08	0.600	3	FRAG
CP002687.1	6279608	6279795	-	AT2G13430.1	0.37	1	3	1	1	1e-09	0.621	0	FRAG
CP002687.1	6337887	6338249	-	AT4G29200.1	0.26	1	0	0	0	5e-13	0.488	3	FRAG
CP002687.1	6390569	6391212	-	AT3G24255.1	0.27	3	17	3	0	7e-16	0.42	2	DUP
CP002687.1	6423395	6423535	-	AT4G10380.1	0.17	0	5	0	0	2e-07	0.712	0	FRAG
CP002687.1	6448660	6449941	-	AT4G10400.1	0.91	7	3	2	0	2e-157	0.75	0	DUP
CP002687.1	6451317	6452716	-	AT4G10430.2	0.64	24	1	2	3	2e-31	0.79	0	DUP
CP002687.1	6454249	6454479	-	AT5G56410.1	0.19	0	21	0	0	1e-08	0.480	0	FRAG
CP002687.1	6458404	6459143	-	AT5G40170.1	0.32	2	5	2	4	4e-71	0.741	0	FRAG
CP002687.1	6485915	6486264	-	AT3G11380.1	0.21	8	3	3	1	2e-11	0.533	0	FRAG
CP002687.1	6520540	6520662	-	AT4G10570.1	0.04	0	0	0	0	2e-12	0.854	0	FRAG
CP002687.1	6586540	6586713	-	AT4G24140.1	0.15	1	19	0	0	1e-09	0.481	0	FRAG
CP002687.1	6588365	6588724	-	AT4G10700.1	0.48	2	0	0	1	1e-43	0.742	0	FRAG
CP002687.1	6677462	6677815	-	AT3G18150.1	0.26	3	3	0	1	3e-18	0.521	3	FRAG
CP002687.1	6687143	6687331	-	AT2G25370.1	0.10	0	0	0	2	6e-12	0.794	3	FRAG
CP002687.1	6777524	6777703	-	AT4G23760.1	0.53	0	2	0	2	2e-08	0.613	3	FRAG
CP002687.1	6827878	6828198	-	AT3G30370.1	0.63	2	8	0	0	3e-13	0.348	1	FRAG
CP002687.1	6990869	6994564	-	AT4G11550.1	0.97	2	3	1	0	0.0	0.77	0	DUP
CP002687.1	6993306	6993919	-	AT2G45403.1	1.00	1	0	1	1	2e-31	0.95	3	DUP
CP002687.1	6995900	6996327	-	AT4G11560.1	0.25	8	5	4	7	3e-09	0.595	0	FRAG
CP002687.1	7006124	7006860	-	AT4G11580.1	-0.20	1	0	1	0	5e-18	0.89	0	DUP
CP002687.1	7023485	7023767	-	AT4G11650.1	0.39	1	0	1	1	8e-38	0.787	0	FRAG
CP002687.1	7030576	7030800	-	AT1G32720.1	0.41	0	0	0	0	8e-23	0.987	0	FRAG
CP002687.1	7059673	7059801	-	AT1G52950.1	0.08	0	0	0	2	4e-08	0.721	0	FRAG
CP002687.1	7075835	7076943	-	AT4G11770.1	0.98	10	28	1	0	2e-98	0.573	0	PSSD
CP002687.1	7171968	7172224	-	AT4G11930.1	0.31	3	0	1	1	5e-14	0.605	0	FRAG
CP002687.1	7248441	7248707	-	AT4G12100.1	0.13	4	0	0	1	2e-12	0.79	0	DUP
CP002687.1	7262427	7263057	-	AT4G10720.1	0.74	14	129	4	2	3e-15	0.350	2	FRAG
