# Intersecting genes (threshold: 60.0%)
# Total genes in file1: 3705
# Total genes in file2: 7859
# Total matches found: 2598
# Match percentage: 70.12%
# Average values:
#   pseudopipe coverage: 0.53
#   pseudoscope coverage: 0.57
#   pseudopipe identity: 0.66
#   pseudoscope identity: 0.63
#   overlap: 94.93%

# chrom	ppipe_start	ppipe_end	pscope_start	pscope_end	ppipe_cov	pscope_cov	ppipe_ident	pscope_ident	overlap
CP002687.1	3714484	3714641	3714487	3714725	0.35	0.52	0.55	0.43	98.10%
CP002687.1	3723023	3723514	3723026	3723544	0.43	0.46	0.42	0.42	99.39%
CP002687.1	3802898	3803554	3802901	3803686	0.65	0.79	0.49	0.38	99.54%
CP002687.1	3861778	3861926	3861781	3864777	0.79	0.85	0.70	0.67	97.99%
CP002687.1	3863092	3864047	3861781	3864777	1.00	0.85	0.79	0.67	100.00%
CP002687.1	3864626	3864777	3861781	3864777	0.81	0.85	0.67	0.67	100.00%
CP002687.1	3878046	3878467	3878156	3878977	1.00	0.71	0.74	0.72	73.93%
CP002687.1	3878536	3878601	3878156	3878977	0.09	0.71	0.59	0.72	100.00%
CP002687.1	3878856	3879148	3878955	3879136	0.67	0.52	0.79	0.84	62.12%
CP002687.1	4116362	4117007	4116365	4119597	1.00	0.68	0.86	0.69	99.54%
CP002687.1	4117578	4119597	4116365	4119597	0.73	0.68	0.85	0.69	100.00%
CP002687.1	4250263	4250697	4250434	4250697	0.28	0.17	0.39	0.49	60.69%
CP002687.1	4317464	4318172	4317488	4318172	0.95	0.92	0.56	0.56	96.61%
CP002687.1	4444563	4445506	4444467	4445506	1.00	0.99	0.78	0.73	100.00%
CP002687.1	4504292	4504547	4503165	4507066	0.43	0.92	0.64	0.76	100.00%
CP002687.1	4634579	4635129	4634582	4635060	0.38	0.87	0.65	0.48	86.93%
CP002687.1	4907373	4907627	4907376	4910869	0.49	0.67	0.91	0.93	98.82%
CP002687.1	4907892	4908058	4907376	4910869	0.02	0.67	0.60	0.93	100.00%
CP002687.1	4910368	4910606	4907376	4910869	0.49	0.67	0.85	0.93	100.00%
CP002687.1	4969616	4970146	4969604	4970146	0.94	0.96	0.44	0.43	100.00%
CP002687.1	5146956	5147388	5146763	5147427	0.42	0.48	0.85	0.77	100.00%
CP002687.1	5214333	5215855	5214182	5215855	0.91	0.93	0.58	0.73	100.00%
CP002687.1	5267858	5268016	5264314	5271103	0.16	0.89	0.96	0.25	100.00%
CP002687.1	5416637	5416952	5416713	5416952	0.32	0.23	0.48	0.47	75.95%
CP002687.1	5476084	5477744	5475928	5477547	0.71	0.73	0.38	0.31	88.14%
CP002687.1	5514499	5515350	5514502	5515350	0.15	0.16	0.85	0.82	99.65%
CP002687.1	5565652	5565804	5565655	5565771	0.15	0.12	0.69	0.73	76.47%
CP002687.1	5650775	5651116	5650778	5651173	0.31	0.28	0.61	0.73	99.12%
CP002687.1	5770773	5771335	5770776	5771292	0.94	0.81	0.93	0.96	91.83%
CP002687.1	5858258	5858477	5858261	5858477	0.72	0.71	0.92	0.92	98.64%
CP002687.1	5875555	5875774	5875558	5875774	0.72	0.71	0.92	0.92	98.64%
CP002687.1	5892858	5893077	5892861	5902046	0.72	0.71	0.92	0.92	98.64%
CP002687.1	5901827	5902046	5892861	5902046	0.72	0.71	0.92	0.92	100.00%
CP002687.1	5913739	5913921	5913689	5913892	0.27	0.75	0.79	0.78	84.15%
CP002687.1	5917479	5917749	5917375	5918183	0.49	0.80	0.73	0.75	100.00%
CP002687.1	5982024	5983009	5982027	5982991	0.53	0.52	0.88	0.87	97.87%
CP002687.1	5985519	5985801	5984728	5985801	0.25	0.30	0.68	0.83	100.00%
CP002687.1	6011000	6011446	5997766	6015009	1.00	0.26	0.98	0.31	100.00%
CP002687.1	6040242	6041064	6040248	6040940	0.84	0.77	0.41	0.54	84.20%
CP002687.1	6047136	6047282	6046699	6047303	0.09	0.64	0.67	0.35	100.00%
CP002687.1	6058037	6059196	6058040	6059199	1.00	1.00	0.49	0.58	99.74%
CP002687.1	6146053	6146477	6146029	6146465	0.15	0.30	0.47	0.48	97.18%
CP002687.1	6163456	6164655	6163396	6164646	1.00	0.87	0.53	0.44	99.25%
CP002687.1	6171242	6171543	6171245	6171534	0.28	0.27	0.80	0.82	96.03%
CP002687.1	6211617	6211898	6211660	6212138	0.13	0.27	0.44	0.36	84.75%
CP002687.1	6257234	6257453	6257306	6257486	0.84	0.71	0.60	0.62	67.27%
CP002687.1	6279608	6279795	6279652	6279795	0.37	0.27	0.62	0.67	76.60%
CP002687.1	6337887	6338249	6337897	6338471	0.26	0.79	0.49	0.36	97.25%
CP002687.1	6448660	6449941	6448663	6454488	0.91	0.94	0.75	0.40	99.77%
CP002687.1	6451317	6452716	6448663	6454488	0.64	0.94	0.79	0.40	100.00%
CP002687.1	6454249	6454479	6448663	6454488	0.19	0.94	0.48	0.40	100.00%
CP002687.1	6458404	6459143	6458395	6459137	0.32	0.36	0.74	0.33	99.19%
CP002687.1	6485915	6486264	6485903	6486264	0.21	0.22	0.53	0.48	100.00%
CP002687.1	6586540	6586713	6586552	6586731	0.15	0.16	0.48	0.50	93.10%
CP002687.1	6588365	6588724	6588368	6588748	0.48	0.51	0.74	0.70	99.17%
CP002687.1	6677462	6677815	6677456	6677821	0.26	0.26	0.52	0.42	100.00%
CP002687.1	6687143	6687331	6686545	6687310	0.10	0.12	0.79	0.64	88.89%
CP002687.1	6777524	6777703	6777524	6777697	0.53	0.52	0.61	0.62	96.67%
CP002687.1	6827878	6828198	6827791	6828225	0.63	0.30	0.35	0.29	100.00%
CP002687.1	6995900	6996327	6995903	6996336	0.25	0.25	0.59	0.80	99.30%
CP002687.1	7023485	7023767	7023452	7024015	0.39	0.53	0.79	0.78	100.00%
CP002687.1	7030576	7030800	7030654	7032302	0.41	0.99	0.99	0.89	65.33%
CP002687.1	7059673	7059801	7059676	7059801	0.08	0.07	0.72	0.72	97.67%
CP002687.1	7262427	7263057	7262430	7263057	0.74	0.74	0.35	0.60	99.52%
CP002687.1	7278663	7279131	7278740	7279102	0.92	0.61	0.59	0.40	77.40%
CP002687.1	7282526	7282639	7282508	7282639	0.09	0.10	0.82	0.73	100.00%
CP002687.1	7356334	7359089	7356337	7359089	0.27	0.26	0.77	0.78	99.89%
CP002687.1	7435128	7435266	7435131	7435235	0.06	0.05	0.89	0.92	75.54%
CP002687.1	7563283	7563637	7563286	7563637	0.09	0.09	0.86	0.83	99.15%
CP002687.1	7634115	7634351	7634118	7634357	0.27	0.26	0.58	0.56	98.73%
CP002687.1	7634503	7634640	7634506	7634664	0.22	0.26	0.67	0.63	97.83%
CP002687.1	7640743	7640979	7640746	7640979	0.16	0.16	0.54	0.54	98.73%
CP002687.1	7689824	7690183	7689791	7703251	0.91	0.96	0.50	0.36	100.00%
CP002687.1	7693091	7693450	7689791	7703251	0.91	0.96	0.50	0.36	100.00%
CP002687.1	7696342	7696701	7689791	7703251	0.91	0.96	0.49	0.36	100.00%
CP002687.1	7699593	7699952	7689791	7703251	0.91	0.96	0.49	0.36	100.00%
CP002687.1	7702859	7703218	7689791	7703251	0.91	0.96	0.50	0.36	100.00%
CP002687.1	7709758	7710733	7709761	7710739	0.43	0.43	0.69	0.68	99.69%
CP002687.1	7828090	7828917	7827988	7828998	0.33	0.70	0.53	0.49	100.00%
CP002687.1	7848347	7848721	7848414	7848718	0.82	0.64	0.42	0.51	81.33%
CP002687.1	8042328	8042679	8042325	8047616	0.31	0.92	0.65	0.68	100.00%
CP002687.1	8110098	8110390	8110101	8110390	0.06	0.06	0.64	0.72	98.98%
CP002687.1	8157975	8158343	8157978	8158373	0.60	0.65	0.79	0.74	99.19%
CP002687.1	8199857	8199991	8199839	8200048	0.31	0.49	0.56	0.51	100.00%
CP002687.1	8214102	8214235	8214116	8214235	0.12	0.10	0.67	0.63	89.55%
CP002687.1	8380863	8383496	8380815	8383496	0.99	0.93	0.66	0.51	100.00%
CP002687.1	8408267	8409124	8408270	8409187	0.84	0.90	0.44	0.43	99.65%
CP002687.1	8503807	8503985	8503819	8503985	0.70	0.65	0.80	0.84	93.30%
CP002687.1	8787793	8788058	8787796	8788058	0.20	0.20	0.85	0.83	98.87%
CP002687.1	8900735	8901440	8900250	8901202	0.76	0.91	0.47	0.47	66.29%
CP002687.1	9241823	9242115	9241826	9242077	0.20	0.18	0.79	0.83	86.01%
CP002687.1	9309823	9310155	9309754	9310206	0.21	0.22	0.29	0.24	100.00%
CP002687.1	9320550	9320860	9320587	9320860	0.19	0.33	0.75	0.76	88.10%
CP002687.1	9497682	9500107	9497685	9507234	0.31	0.31	0.62	0.79	99.88%
CP002687.1	9527747	9528387	9527567	9530402	0.18	0.81	0.50	0.61	100.00%
CP002687.1	9769477	9770200	9769250	9770200	0.52	0.63	0.81	0.81	100.00%
CP002687.1	9791594	9792124	9791597	9792124	0.24	0.24	0.90	0.89	99.44%
CP002687.1	9959079	9960404	9959043	9960590	0.95	0.59	0.76	0.27	100.00%
CP002687.1	9986743	9987006	9986743	9987006	0.21	0.21	0.51	0.50	100.00%
CP002687.1	10527522	10527776	10527525	10527776	0.46	0.45	0.52	0.52	98.82%
CP002687.1	10609403	10610233	10609421	10610239	0.74	0.76	0.69	0.49	97.83%
CP002687.1	10685556	10685997	10685565	10686746	0.92	0.99	0.85	0.76	97.96%
CP002687.1	10811527	10811779	10811530	10811776	0.22	0.21	0.58	0.60	97.63%
CP002687.1	11045002	11045244	11045005	11045247	0.30	0.30	0.81	0.80	98.77%
CP002687.1	11125027	11125259	11125069	11125346	0.09	0.10	0.57	0.46	81.97%
CP002687.1	11206547	11206738	11206550	11211168	0.46	0.46	0.95	0.90	98.44%
CP002687.1	11210963	11211168	11206550	11211168	0.50	0.46	0.88	0.90	100.00%
CP002687.1	11383932	11387136	11383935	11387136	0.98	0.98	0.69	0.75	99.91%
CP002687.1	11690207	11690887	11690210	11690887	0.58	0.58	0.55	0.55	99.56%
CP002687.1	11700034	11700198	11700037	11700198	0.21	0.20	0.82	0.82	98.18%
CP002687.1	11703354	11703584	11703351	11703605	0.15	0.17	0.81	0.59	100.00%
CP002687.1	11757519	11757650	11757522	11757650	0.26	0.26	0.89	0.89	97.73%
CP002687.1	11838274	11838369	11838256	11838369	0.05	0.06	0.91	0.74	100.00%
CP002687.1	12205480	12205885	12205483	12205885	0.69	0.68	0.85	0.85	99.26%
CP002687.1	12261723	12262103	12261723	12262130	0.98	0.99	0.73	0.69	100.00%
CP002687.1	12722395	12722952	12722398	12722744	0.41	0.29	0.74	0.73	62.19%
CP002687.1	12841581	12841707	12841584	12842466	0.18	0.56	0.65	0.71	97.64%
CP002687.1	12842118	12842475	12841584	12842466	0.57	0.56	0.44	0.71	97.49%
CP002687.1	13318964	13319230	13318931	13319230	0.88	0.99	0.62	0.57	100.00%
CP002687.1	13328766	13329631	13328775	13330326	1.00	0.98	0.99	0.37	98.96%
CP002687.1	13579593	13580088	13579690	13580088	0.38	0.27	0.47	0.61	80.44%
CP002687.1	14338651	14338818	14338639	14338851	0.33	0.42	0.50	0.43	100.00%
CP002687.1	14426790	14427183	14420363	14429539	0.51	0.98	0.64	0.64	100.00%
CP002687.1	14429177	14429548	14420363	14429539	0.51	0.98	0.57	0.64	97.58%
CP002687.1	14684016	14684423	14684019	14688878	1.00	0.99	0.56	0.52	99.26%
CP002687.1	14688513	14688878	14684019	14688878	0.98	0.99	0.55	0.52	100.00%
CP002687.1	14975680	14975950	14975683	14975950	0.30	0.29	0.84	0.82	98.89%
CP002687.1	15008766	15009177	15008769	15009195	0.24	0.24	0.51	0.50	99.27%
CP002687.1	15034194	15034547	15034197	15034547	0.28	0.28	0.46	0.46	99.15%
CP002687.1	15065869	15066065	15065919	15066071	0.38	0.28	0.59	0.64	74.62%
CP002687.1	15159801	15160178	15159804	15160178	0.34	0.34	0.53	0.53	99.21%
CP002687.1	15221093	15221197	15221096	15221197	0.10	0.10	0.86	0.86	97.14%
CP002687.1	15460205	15460367	15460208	15460367	0.10	0.10	0.88	0.88	98.16%
CP002687.1	15514968	15515127	15514971	15515133	0.43	0.44	0.70	0.69	98.12%
CP002687.1	15567786	15567935	15567789	15567944	0.23	0.23	0.76	0.74	98.00%
CP002687.1	15750893	15751114	15750896	15751114	0.20	0.20	0.57	0.57	98.65%
CP002687.1	16227079	16229031	16227082	16229031	0.95	0.94	0.81	0.81	99.85%
CP002687.1	16324541	16326124	16320932	16326124	0.37	0.15	0.88	0.78	100.00%
CP002687.1	16891608	16891778	16891611	16891778	0.98	0.97	0.67	0.65	98.25%
CP002687.1	17081609	17081752	17081558	17081752	0.10	0.13	0.87	0.68	100.00%
CP002687.1	17225306	17225434	17225255	17225425	0.03	0.06	0.88	0.50	93.02%
CP002687.1	17674227	17674517	17674197	17674517	0.57	0.62	0.56	0.54	100.00%
CP002687.1	18577903	18578274	18577906	18578274	0.39	0.30	0.41	0.41	99.19%
CP002688.1	491194	491331	489955	491331	0.31	0.63	0.96	0.93	100.00%
CP002688.1	706022	706120	706025	706120	0.29	0.29	0.94	0.82	96.97%
CP002688.1	911058	911436	911064	911436	0.99	0.92	0.47	0.42	98.42%
CP002688.1	1031564	1032032	1031567	1032032	0.41	0.40	0.84	0.84	99.36%
CP002688.1	1164524	1166017	1164326	1166017	0.88	0.99	0.36	0.34	100.00%
CP002688.1	1342464	1342571	1342444	1342571	0.46	0.49	0.78	0.75	100.00%
CP002688.1	1421629	1421940	1421632	1421940	0.29	0.29	0.48	0.47	99.04%
CP002688.1	1685819	1685977	1685822	1685977	0.11	0.11	0.89	0.89	98.11%
CP002688.1	1754928	1755347	1754901	1755347	0.93	0.99	0.62	0.61	100.00%
CP002688.1	2257790	2258415	2257487	2259547	1.00	0.99	0.75	0.62	100.00%
CP002688.1	2259391	2259547	2257487	2259547	0.17	0.99	0.61	0.62	100.00%
CP002688.1	2259575	2261060	2259578	2261057	0.72	0.72	0.50	0.49	99.60%
CP002688.1	2261652	2262518	2261655	2262509	0.52	0.51	0.49	0.64	98.62%
CP002688.1	2675580	2675729	2675583	2675729	0.06	0.06	0.80	0.80	98.00%
CP002688.1	2975005	2975088	2974937	2975088	0.30	0.19	0.96	0.67	100.00%
CP002688.1	3815353	3815493	3815251	3815496	0.11	0.20	0.54	0.34	100.00%
CP002688.1	3935290	3936412	3935507	3936412	0.94	0.77	0.57	0.61	80.68%
CP002688.1	4012335	4012604	4012338	4012604	0.39	0.38	0.58	0.58	98.89%
CP002688.1	4332950	4333804	4332971	4334545	0.96	0.98	0.47	0.35	97.54%
CP002688.1	4354886	4355128	4354889	4355128	0.45	0.44	0.73	0.73	98.77%
CP002688.1	4799941	4800151	4797986	4800092	0.51	1.00	0.86	0.88	72.04%
CP002688.1	5097410	5097600	5097413	5097603	0.37	0.37	0.61	0.60	98.43%
CP002688.1	5332041	5333114	5332044	5332858	0.99	0.74	0.59	0.78	75.88%
CP002688.1	5348417	5348774	5348420	5348774	0.48	0.48	0.55	0.68	99.16%
CP002688.1	5584515	5584661	5584518	5584661	0.11	0.09	0.82	0.82	97.96%
CP002688.1	5848416	5850018	5848392	5850018	0.95	0.96	0.44	0.43	100.00%
CP002688.1	5964924	5965145	5964927	5965187	0.50	0.43	0.42	0.43	98.65%
CP002688.1	5967449	5967740	5967482	5967779	0.99	0.65	0.66	0.41	88.70%
CP002688.1	6067852	6068224	6067855	6068224	0.28	0.28	0.61	0.61	99.20%
CP002688.1	6223336	6223491	6223339	6223491	1.00	0.98	0.86	0.86	98.08%
CP002688.1	6444333	6444686	6444336	6444710	0.81	0.43	0.54	0.48	99.15%
CP002688.1	7082644	7082865	7082422	7082835	0.11	0.17	0.48	0.26	86.49%
CP002688.1	7147560	7147704	7147477	7147716	0.17	0.23	0.63	0.46	100.00%
CP002688.1	7462257	7462427	7462260	7462427	0.13	0.12	0.80	0.80	98.25%
CP002688.1	7606738	7607357	7606753	7607468	0.96	0.59	0.56	0.28	97.58%
CP002688.1	7885797	7886077	7885800	7886062	0.15	0.14	0.92	0.94	93.59%
CP002688.1	7886112	7886519	7886115	7886519	0.24	0.24	0.90	0.85	99.26%
CP002688.1	8452710	8453207	8452716	8453207	0.44	0.43	0.55	0.47	98.80%
CP002688.1	8614389	8614752	8614392	8614752	0.56	0.56	0.75	0.75	99.18%
CP002688.1	8629745	8630164	8629748	8630179	0.49	0.51	0.77	0.73	99.29%
CP002688.1	8718802	8720055	8716665	8723558	0.75	1.00	0.36	0.54	100.00%
CP002688.1	8722585	8723459	8716665	8723558	0.82	1.00	0.30	0.54	100.00%
CP002688.1	9023025	9023180	9022959	9023180	0.13	0.11	0.77	0.43	100.00%
CP002688.1	9388861	9390087	9388762	9390270	0.49	0.98	0.48	0.49	100.00%
CP002688.1	9424507	9424866	9424522	9424930	0.27	0.37	0.42	0.53	95.83%
CP002688.1	9519653	9520033	9519692	9520018	0.30	0.26	0.61	0.66	85.83%
CP002688.1	9575173	9575387	9575176	9575324	0.38	0.26	0.60	0.65	69.30%
CP002688.1	9832986	9833099	9832989	9833102	0.75	0.75	0.82	0.80	97.37%
CP002688.1	9837550	9837944	9837553	9837959	1.00	0.80	0.70	0.69	99.24%
CP002688.1	9845692	9845925	9845698	9846093	0.10	0.16	0.89	0.45	97.44%
CP002688.1	9900325	9900840	9900328	9900840	0.46	0.46	0.46	0.46	99.42%
CP002688.1	9923017	9923094	9921428	9923100	0.15	0.65	0.58	0.26	100.00%
CP002688.1	9934421	9935319	9934424	9935325	0.58	0.58	0.54	0.54	99.67%
CP002688.1	10085222	10085713	10085225	10085713	0.51	0.50	0.73	0.73	99.39%
CP002688.1	10094582	10095454	10094567	10096636	0.88	0.99	0.54	0.63	100.00%
CP002688.1	10096660	10098599	10096663	10098147	0.88	0.72	0.60	0.62	76.55%
CP002688.1	10098701	10099689	10098902	10099534	0.63	0.40	0.54	0.24	64.00%
CP002688.1	10126333	10126582	10125526	10126582	0.37	0.99	0.78	0.82	100.00%
CP002688.1	10126970	10127071	10126973	10127071	0.97	0.94	0.91	0.91	97.06%
CP002688.1	10195206	10196472	10195200	10196472	0.99	0.99	0.55	0.69	100.00%
CP002688.1	10206244	10206791	10206217	10206753	0.97	0.93	0.70	0.66	93.07%
CP002688.1	10273791	10275548	10273794	10275548	0.24	0.24	0.84	0.86	99.83%
CP002688.1	10328882	10329702	10328885	10329702	0.32	0.32	0.96	0.94	99.63%
CP002688.1	10340959	10341380	10341120	10341847	0.20	0.12	1.00	0.82	61.85%
CP002688.1	10381586	10381818	10381589	10381731	0.10	0.06	0.85	0.84	61.37%
CP002688.1	10383626	10383855	10383692	10383855	0.24	0.16	0.60	0.66	71.30%
CP002688.1	10387883	10395862	10387871	10395808	0.72	0.68	0.47	0.55	99.32%
CP002688.1	10388680	10389709	10387871	10395808	0.47	0.68	0.58	0.55	100.00%
CP002688.1	10410615	10416696	10410618	10416705	0.99	0.98	0.42	0.45	99.95%
CP002688.1	10426682	10426909	10426685	10426909	1.00	0.99	0.67	0.67	98.68%
CP002688.1	10547811	10549097	10547811	10549415	0.90	0.96	0.27	0.30	100.00%
CP002688.1	10561105	10561265	10561111	10561265	0.10	0.10	0.82	0.87	96.27%
CP002688.1	10687577	10687994	10687513	10687994	0.43	0.96	0.84	0.83	100.00%
CP002688.1	10688102	10688336	10688105	10688321	0.52	0.48	0.76	0.76	92.34%
CP002688.1	10732382	10732825	10732170	10732825	0.42	0.49	0.79	0.80	100.00%
CP002688.1	10753496	10754044	10753499	10754110	0.20	0.22	0.33	0.32	99.45%
CP002688.1	10761099	10762055	10761102	10762055	0.98	0.98	0.74	0.74	99.69%
CP002688.1	10762320	10763001	10762323	10762794	0.49	0.54	0.50	0.50	69.21%
CP002688.1	10802072	10802836	10802051	10802986	0.73	0.88	0.38	0.29	100.00%
CP002688.1	10805151	10805351	10805154	10805712	1.00	0.99	0.64	0.63	98.51%
CP002688.1	10841592	10841732	10841505	10841885	0.09	0.46	0.70	0.31	100.00%
CP002688.1	10842313	10842540	10842316	10842540	0.42	0.42	0.67	0.67	98.68%
CP002688.1	10882065	10882452	10882056	10882452	0.26	0.27	0.64	0.60	100.00%
CP002688.1	10887783	10888070	10887786	10888070	0.17	0.17	0.66	0.66	98.96%
CP002688.1	10936832	10938080	10936995	10939666	0.57	0.85	0.65	0.71	86.95%
CP002688.1	10982410	10984126	10982664	10987347	0.66	0.91	0.42	0.71	85.21%
CP002688.1	10985632	10987699	10982664	10987347	0.79	0.91	0.45	0.71	82.98%
CP002688.1	10990247	10991264	10990229	10991276	0.91	0.94	0.46	0.46	100.00%
CP002688.1	10992182	10992386	10992185	10992386	0.77	0.76	0.81	0.81	98.54%
CP002688.1	11020589	11020737	11020592	11020737	0.08	0.08	0.85	0.85	97.99%
CP002688.1	11054460	11054936	11054463	11054936	1.00	0.99	0.82	0.82	99.37%
CP002688.1	11069183	11069441	11066289	11075131	0.44	0.59	0.71	0.60	100.00%
CP002688.1	11094908	11095554	11094911	11098379	1.00	0.93	0.79	0.73	99.54%
CP002688.1	11096143	11098337	11094911	11098379	1.00	0.93	0.59	0.73	100.00%
CP002688.1	11278378	11278994	11278343	11279265	0.82	0.99	0.60	0.88	100.00%
CP002688.1	11281616	11281848	11281619	11281848	0.17	0.17	0.52	0.52	98.71%
CP002688.1	11293038	11293244	11293014	11293244	0.37	0.41	0.44	0.42	100.00%
CP002688.1	11299627	11299861	11299500	11299775	0.90	0.56	0.85	0.36	63.40%
CP002688.1	11300360	11300592	11300066	11307882	0.66	0.52	0.49	0.40	100.00%
CP002688.1	11450041	11450533	11450194	11450593	0.18	0.19	0.87	0.83	68.97%
CP002688.1	11494847	11495842	11494850	11495837	0.33	0.32	0.90	0.91	99.20%
CP002688.1	11533464	11534078	11533467	11537403	1.00	0.92	0.73	0.75	99.51%
CP002688.1	11534673	11537383	11533467	11537403	1.00	0.92	0.77	0.75	100.00%
CP002688.1	12151961	12152419	12151782	12159334	0.77	0.95	0.80	0.78	100.00%
CP002688.1	12323357	12323664	12323181	12324932	0.33	0.10	0.46	0.76	100.00%
CP002688.1	12323986	12324360	12323181	12324932	0.86	0.10	0.74	0.76	100.00%
CP002688.1	12380989	12389886	12380950	12389886	0.62	0.67	0.49	0.53	100.00%
CP002688.1	12419578	12419782	12419581	12420057	0.75	0.99	0.88	0.80	98.54%
CP002688.1	12499316	12499792	12499123	12500425	0.98	0.95	0.43	0.51	100.00%
CP002688.1	12555206	12556405	12555386	12556432	0.49	0.90	0.47	0.59	85.00%
CP002688.1	12578015	12578657	12578018	12581975	0.99	0.91	0.85	0.80	99.53%
CP002688.1	12579244	12581975	12578018	12581975	1.00	0.91	0.78	0.80	100.00%
CP002688.1	12678711	12682836	12678714	12682836	0.69	0.68	0.87	0.89	99.93%
CP002688.1	12681158	12681872	12678714	12682836	0.40	0.68	0.34	0.89	100.00%
CP002688.1	12734190	12735110	12734196	12735299	0.91	0.76	0.41	0.34	99.35%
CP002688.1	12737079	12738341	12737082	12738191	0.85	0.77	0.69	0.80	87.89%
CP002688.1	12749170	12749456	12749173	12749456	0.81	0.80	0.78	0.78	98.95%
CP002688.1	12796524	12796688	12796527	12796766	0.36	0.52	0.53	0.44	98.18%
CP002688.1	12838493	12838657	12838496	12838735	0.36	0.52	0.53	0.44	98.18%
CP002688.1	12916550	12917469	12916637	12917466	0.34	0.27	0.59	0.79	90.22%
CP002688.1	12969513	12969662	12967637	12973104	0.79	0.88	0.68	0.31	100.00%
CP002688.1	13064856	13065872	13064703	13066016	0.60	0.78	0.32	0.28	100.00%
CP002688.1	13067462	13067839	13067465	13067842	0.25	0.30	0.73	0.54	99.21%
CP002688.1	13079258	13079892	13079311	13079770	0.66	0.46	0.49	0.59	72.44%
CP002688.1	13101326	13101490	13101338	13101517	0.08	0.09	0.79	0.73	92.73%
CP002688.1	13138881	13139139	13138872	13139139	0.21	0.22	0.70	0.68	100.00%
CP002688.1	13253264	13253623	13253267	13253623	0.24	0.29	0.68	0.57	99.17%
CP002688.1	13332540	13332759	13332543	13339579	0.76	0.81	0.90	0.85	98.64%
CP002688.1	13338434	13338973	13332543	13339579	0.56	0.81	0.77	0.85	100.00%
CP002688.1	13339313	13339579	13332543	13339579	0.82	0.81	0.79	0.85	100.00%
CP002688.1	13392176	13392344	13392179	13392344	0.16	0.15	0.79	0.79	98.22%
CP002688.1	13526415	13527380	13526469	13528086	0.96	0.96	0.41	0.36	94.41%
CP002688.1	13639178	13639916	13639227	13647150	0.94	0.98	0.52	0.33	93.37%
CP002688.1	13643410	13644181	13639227	13647150	0.82	0.98	0.73	0.33	100.00%
CP002688.1	13652117	13652334	13652120	13652325	0.96	0.91	0.74	0.76	94.50%
CP002688.1	13685661	13687848	13685625	13687676	0.93	0.86	0.51	0.52	92.14%
CP002688.1	13758086	13758163	13756497	13758169	0.15	0.65	0.58	0.26	100.00%
CP002688.1	13768216	13768440	13768219	13768640	0.35	0.35	0.89	0.59	98.67%
CP002688.1	13787815	13790089	13787819	13789985	0.88	0.85	0.57	0.67	95.25%
CP002688.1	13822068	13822492	13822053	13823428	0.55	0.84	0.36	0.30	100.00%
CP002688.1	13870145	13870441	13870148	13870478	0.50	0.53	0.86	0.80	98.99%
CP002688.1	13870578	13870821	13870581	13870821	0.98	0.97	0.85	0.85	98.77%
CP002688.1	13883903	13884368	13884075	13885070	0.56	0.62	0.50	0.33	63.09%
CP002688.1	13968789	13969855	13968678	13969855	0.96	0.96	0.80	0.63	100.00%
CP002688.1	14042414	14042557	14042417	14042557	1.00	0.98	0.94	0.94	97.92%
CP002688.1	14046956	14047353	14046959	14047356	0.18	0.18	0.41	0.41	99.25%
CP002688.1	14088852	14089718	14088855	14089689	0.91	0.89	0.45	0.44	96.31%
CP002688.1	14099527	14099935	14093276	14100432	0.29	0.44	0.56	0.54	100.00%
CP002688.1	14256529	14257380	14256532	14259253	0.95	1.00	0.81	0.63	99.65%
CP002688.1	14258972	14259253	14256532	14259253	0.23	1.00	0.79	0.63	100.00%
CP002688.1	14260117	14261351	14259697	14261217	0.74	0.91	0.35	0.31	89.15%
CP002688.1	14368615	14368968	14368618	14373367	1.00	0.94	0.93	0.92	99.15%
CP002688.1	14373011	14373364	14368618	14373367	1.00	0.94	0.94	0.92	100.00%
CP002688.1	14586121	14586686	14586114	14586686	0.62	0.52	0.60	0.53	100.00%
CP002688.1	14628221	14628847	14628043	14628829	0.95	0.75	0.55	0.43	97.13%
CP002688.1	14652753	14653235	14652753	14653871	0.90	0.90	0.45	0.85	100.00%
CP002688.1	14653624	14653880	14652753	14653871	0.34	0.90	0.85	0.85	96.50%
CP002688.1	14696475	14696861	14696466	14696897	0.94	0.82	0.42	0.28	100.00%
CP002688.1	14851748	14852479	14851766	14852479	0.89	0.87	0.77	0.77	97.54%
CP002688.1	14962094	14963545	14962157	14963806	1.00	0.97	0.98	0.31	95.66%
CP002688.1	14987709	14988273	14987694	14988279	0.71	0.75	0.71	0.65	100.00%
CP002688.1	15007591	15007923	15007600	15007902	0.92	0.69	0.38	0.30	90.99%
CP002688.1	15076683	15076805	15076686	15076805	1.00	0.98	0.85	0.85	97.56%
CP002688.1	15111236	15111562	15111239	15111571	0.26	0.31	0.85	0.80	99.08%
CP002688.1	15154441	15154665	15154441	15154662	0.15	0.43	0.67	0.55	98.67%
CP002688.1	15186986	15187297	15186995	15187306	0.30	0.37	0.61	0.51	97.12%
CP002688.1	15198947	15204265	15198474	15204265	1.00	1.00	0.83	0.87	100.00%
CP002688.1	15202026	15202265	15198474	15204265	0.49	1.00	0.48	0.87	100.00%
CP002688.1	15230984	15231205	15230987	15231956	0.13	0.18	0.71	0.79	98.65%
CP002688.1	15290944	15292080	15290947	15292080	0.27	0.27	0.71	0.71	99.74%
